commodityName,stat_year,market_month,textbox2,textbox3,Textbox9,Textbox13,Textbox11
"Strawberries, import value and volume history by market year (Frozen)",2009,Aug,"6,013","3,333,020",0.55,"149,859","81,405,282"
"Strawberries, import value and volume history by market year (Frozen)",2009,Sep,"4,764","2,744,216",0.58,"154,623","84,149,498"
"Strawberries, import value and volume history by market year (Frozen)",2009,Oct,"4,015","2,246,930",0.56,"158,638","86,396,428"
"Strawberries, import value and volume history by market year (Frozen)",2009,Nov,"4,898","2,544,438",0.52,"163,536","88,940,866"
"Strawberries, import value and volume history by market year (Frozen)",2009,Dec,"6,772","3,685,360",0.54,"170,307","92,626,226"
"Strawberries, import value and volume history by market year (Frozen)",2008,Jan,"13,046","8,667,321",0.66,"13,046","8,667,321"
"Strawberries, import value and volume history by market year (Frozen)",2008,Feb,"20,206","12,842,193",0.64,"33,252","21,509,514"
"Strawberries, import value and volume history by market year (Frozen)",2008,Mar,"26,535","16,576,604",0.62,"59,787","38,086,118"
"Strawberries, import value and volume history by market year (Frozen)",2008,Apr,"27,583","16,246,764",0.59,"87,370","54,332,882"
"Strawberries, import value and volume history by market year (Frozen)",2008,May,"27,020","15,645,956",0.58,"114,390","69,978,838"
"Strawberries, import value and volume history by market year (Frozen)",2008,Jun,"16,425","9,420,862",0.57,"130,815","79,399,700"
"Strawberries, import value and volume history by market year (Frozen)",2008,Jul,"9,637","5,974,415",0.62,"140,452","85,374,115"
"Strawberries, import value and volume history by market year (Frozen)",2008,Aug,"5,075","2,995,568",0.59,"145,527","88,369,683"
"Strawberries, import value and volume history by market year (Frozen)",2008,Sep,"4,823","2,861,762",0.59,"150,350","91,231,445"
"Strawberries, import value and volume history by market year (Frozen)",2008,Oct,"5,462","3,547,705",0.65,"155,812","94,779,150"
"Strawberries, import value and volume history by market year (Frozen)",2008,Nov,"6,646","4,293,951",0.65,"162,458","99,073,101"
"Strawberries, import value and volume history by market year (Frozen)",2008,Dec,"11,367","7,609,814",0.67,"173,825","106,682,915"
"Strawberries, import value and volume history by market year (Frozen)",2007,Jan,"13,083","7,873,321",0.60,"13,083","7,873,321"
"Strawberries, import value and volume history by market year (Frozen)",2007,Feb,"17,720","10,360,490",0.58,"30,803","18,233,811"
"Strawberries, import value and volume history by market year (Frozen)",2007,Mar,"28,109","16,004,553",0.57,"58,911","34,238,364"
"Strawberries, import value and volume history by market year (Frozen)",2007,Apr,"29,958","16,072,010",0.54,"88,869","50,310,374"
"Strawberries, import value and volume history by market year (Frozen)",2007,May,"31,966","17,236,742",0.54,"120,836","67,547,116"
"Strawberries, import value and volume history by market year (Frozen)",2007,Jun,"17,415","9,946,186",0.57,"138,251","77,493,302"
"Strawberries, import value and volume history by market year (Frozen)",2007,Jul,"10,719","5,856,960",0.55,"148,970","83,350,262"
"Strawberries, import value and volume history by market year (Frozen)",2007,Aug,"6,246","3,692,961",0.59,"155,216","87,043,223"
"Strawberries, import value and volume history by market year (Frozen)",2007,Sep,"4,173","2,491,893",0.60,"159,388","89,535,116"
"Strawberries, import value and volume history by market year (Frozen)",2007,Oct,"5,082","3,260,891",0.64,"164,470","92,796,007"
"Strawberries, import value and volume history by market year (Frozen)",2007,Nov,"6,392","4,462,302",0.70,"170,862","97,258,309"
"Strawberries, import value and volume history by market year (Frozen)",2007,Dec,"11,301","7,629,325",0.68,"182,163","104,887,634"
"Strawberries, import value and volume history by market year (Frozen)",2006,Jan,"15,184","6,747,274",0.44,"15,184","6,747,274"
"Strawberries, import value and volume history by market year (Frozen)",2006,Feb,"14,770","7,070,484",0.48,"29,954","13,817,758"
"Strawberries, import value and volume history by market year (Frozen)",2006,Mar,"30,946","14,861,118",0.48,"60,899","28,678,876"
"Strawberries, import value and volume history by market year (Frozen)",2006,Apr,"26,048","12,249,047",0.47,"86,948","40,927,923"
"Strawberries, import value and volume history by market year (Frozen)",2006,May,"28,316","13,191,853",0.47,"115,264","54,119,776"
"Strawberries, import value and volume history by market year (Frozen)",2006,Jun,"17,379","8,228,942",0.47,"132,643","62,348,718"
"Strawberries, import value and volume history by market year (Frozen)",2006,Jul,"8,765","4,178,219",0.48,"141,408","66,526,937"
"Strawberries, import value and volume history by market year (Frozen)",2006,Aug,"6,316","3,464,597",0.55,"147,724","69,991,534"
"Strawberries, import value and volume history by market year (Frozen)",2006,Sep,"5,421","2,958,806",0.55,"153,145","72,950,340"
"Strawberries, import value and volume history by market year (Frozen)",2006,Oct,"6,142","3,694,524",0.60,"159,287","76,644,864"
"Strawberries, import value and volume history by market year (Frozen)",2006,Nov,"9,558","5,429,057",0.57,"168,845","82,073,921"
"Strawberries, import value and volume history by market year (Frozen)",2006,Dec,"12,686","7,776,211",0.61,"181,531","89,850,132"
"Strawberries, import value and volume history by market year (Frozen)",2005,Jan,"12,910","5,485,584",0.42,"12,910","5,485,584"
"Strawberries, import value and volume history by market year (Frozen)",2005,Feb,"13,403","6,193,048",0.46,"26,313","11,678,632"
"Strawberries, import value and volume history by market year (Frozen)",2005,Mar,"25,449","12,060,791",0.47,"51,762","23,739,423"
"Strawberries, import value and volume history by market year (Frozen)",2005,Apr,"23,662","10,620,698",0.45,"75,425","34,360,121"
"Strawberries, import value and volume history by market year (Frozen)",2005,May,"20,046","8,511,026",0.42,"95,471","42,871,147"
"Strawberries, import value and volume history by market year (Frozen)",2005,Jun,"12,145","4,966,396",0.41,"107,616","47,837,543"
"Strawberries, import value and volume history by market year (Frozen)",2005,Jul,"6,740","2,487,303",0.37,"114,356","50,324,846"
"Strawberries, import value and volume history by market year (Frozen)",2005,Aug,"6,346","2,191,311",0.35,"120,701","52,516,157"
"Strawberries, import value and volume history by market year (Frozen)",2005,Sep,"7,561","2,252,320",0.30,"128,263","54,768,477"
"Strawberries, import value and volume history by market year (Frozen)",2005,Oct,"9,596","3,096,307",0.32,"137,859","57,864,784"
"Strawberries, import value and volume history by market year (Frozen)",2005,Nov,"10,178","3,763,596",0.37,"148,037","61,628,380"
"Strawberries, import value and volume history by market year (Frozen)",2005,Dec,"13,567","5,944,285",0.44,"161,604","67,572,665"
"Strawberries, import value and volume history by market year (Frozen)",2004,Jan,"8,646","4,312,557",0.50,"8,646","4,312,557"
"Strawberries, import value and volume history by market year (Frozen)",2004,Feb,"14,730","7,390,333",0.50,"23,376","11,702,890"
"Strawberries, import value and volume history by market year (Frozen)",2004,Mar,"19,285","9,008,873",0.47,"42,661","20,711,763"
"Strawberries, import value and volume history by market year (Frozen)",2004,Apr,"25,080","10,939,307",0.44,"67,742","31,651,070"
"Strawberries, import value and volume history by market year (Frozen)",2004,May,"19,374","8,708,333",0.45,"87,115","40,359,403"
"Strawberries, import value and volume history by market year (Frozen)",2004,Jun,"10,834","5,064,494",0.47,"97,949","45,423,897"
"Strawberries, import value and volume history by market year (Frozen)",2004,Jul,"5,386","2,383,819",0.44,"103,335","47,807,716"
"Strawberries, import value and volume history by market year (Frozen)",2004,Aug,"3,653","1,385,255",0.38,"106,989","49,192,971"
"Strawberries, import value and volume history by market year (Frozen)",2004,Sep,"3,687","1,634,079",0.44,"110,676","50,827,050"
"Strawberries, import value and volume history by market year (Frozen)",2004,Oct,"4,434","1,647,298",0.37,"115,110","52,474,348"
"Strawberries, import value and volume history by market year (Frozen)",2004,Nov,"4,555","1,809,375",0.40,"119,664","54,283,723"
"Strawberries, import value and volume history by market year (Frozen)",2004,Dec,"5,990","2,689,243",0.45,"125,654","56,972,966"
"Strawberries, import value and volume history by market year (Frozen)",2003,Jan,"8,283","4,398,190",0.53,"8,283","4,398,190"
"Strawberries, import value and volume history by market year (Frozen)",2003,Feb,"15,009","7,729,421",0.51,"23,292","12,127,611"
"Strawberries, import value and volume history by market year (Frozen)",2003,Mar,"26,288","13,024,174",0.50,"49,581","25,151,785"
"Strawberries, import value and volume history by market year (Frozen)",2003,Apr,"16,211","7,714,926",0.48,"65,792","32,866,711"
"Strawberries, import value and volume history by market year (Frozen)",2003,May,"19,114","8,664,031",0.45,"84,906","41,530,742"
"Strawberries, import value and volume history by market year (Frozen)",2003,Jun,"11,628","4,989,715",0.43,"96,534","46,520,457"
"Strawberries, import value and volume history by market year (Frozen)",2003,Jul,"7,068","2,968,014",0.42,"103,602","49,488,471"
"Strawberries, import value and volume history by market year (Frozen)",2003,Aug,"4,060","1,842,811",0.45,"107,662","51,331,282"
"Strawberries, import value and volume history by market year (Frozen)",2003,Sep,"3,445","1,612,838",0.47,"111,107","52,944,120"
"Strawberries, import value and volume history by market year (Frozen)",2003,Oct,"2,529","1,220,091",0.48,"113,637","54,164,211"
"Strawberries, import value and volume history by market year (Frozen)",2003,Nov,"3,222","1,535,519",0.48,"116,858","55,699,730"
"Strawberries, import value and volume history by market year (Frozen)",2003,Dec,"8,136","4,084,352",0.50,"124,994","59,784,082"
"Strawberries, import value and volume history by market year (Frozen)",2002,Jan,"5,874","2,729,676",0.46,"5,874","2,729,676"
"Strawberries, import value and volume history by market year (Frozen)",2002,Feb,"11,007","5,287,418",0.48,"16,881","8,017,094"
"Strawberries, import value and volume history by market year (Frozen)",2002,Mar,"16,036","7,520,224",0.47,"32,917","15,537,318"
"Strawberries, import value and volume history by market year (Frozen)",2002,Apr,"21,880","9,667,989",0.44,"54,797","25,205,307"
"Strawberries, import value and volume history by market year (Frozen)",2002,May,"17,955","7,262,305",0.40,"72,751","32,467,612"
"Strawberries, import value and volume history by market year (Frozen)",2002,Jun,"10,508","3,802,506",0.36,"83,259","36,270,118"
"Strawberries, import value and volume history by market year (Frozen)",2002,Jul,"8,120","3,080,335",0.38,"91,379","39,350,453"
"Strawberries, import value and volume history by market year (Frozen)",2002,Aug,"7,112","3,301,675",0.46,"98,491","42,652,128"
"Strawberries, import value and volume history by market year (Frozen)",2002,Sep,"4,247","1,975,568",0.47,"102,739","44,627,696"
"Strawberries, import value and volume history by market year (Frozen)",2002,Oct,"3,141","1,474,660",0.47,"105,879","46,102,356"
"Strawberries, import value and volume history by market year (Frozen)",2002,Nov,"2,043","958,673",0.47,"107,922","47,061,029"
"Strawberries, import value and volume history by market year (Frozen)",2002,Dec,"4,242","2,045,113",0.48,"112,164","49,106,142"
"Strawberries, import value and volume history by market year (Frozen)",2001,Jan,"3,183","1,274,527",0.40,"3,183","1,274,527"
"Strawberries, import value and volume history by market year (Frozen)",2001,Feb,"9,503","3,616,641",0.38,"12,685","4,891,168"
"Strawberries, import value and volume history by market year (Frozen)",2001,Mar,"14,370","5,384,809",0.37,"27,055","10,275,977"
"Strawberries, import value and volume history by market year (Frozen)",2001,Apr,"11,160","4,211,868",0.38,"38,215","14,487,845"
"Strawberries, import value and volume history by market year (Frozen)",2001,May,"10,334","3,768,161",0.36,"48,549","18,256,006"
"Strawberries, import value and volume history by market year (Frozen)",2001,Jun,"6,131","2,225,055",0.36,"54,680","20,481,061"
"Strawberries, import value and volume history by market year (Frozen)",2001,Jul,"3,627","1,278,648",0.35,"58,307","21,759,709"
"Strawberries, import value and volume history by market year (Frozen)",2001,Aug,"3,049","1,164,008",0.38,"61,356","22,923,717"
"Strawberries, import value and volume history by market year (Frozen)",2001,Sep,"4,026","1,665,864",0.41,"65,382","24,589,581"
"Strawberries, import value and volume history by market year (Frozen)",2001,Oct,"3,435","1,386,065",0.40,"68,817","25,975,646"
"Strawberries, import value and volume history by market year (Frozen)",2001,Nov,"3,422","1,294,594",0.38,"72,239","27,270,240"
"Strawberries, import value and volume history by market year (Frozen)",2001,Dec,"3,745","1,573,399",0.42,"75,984","28,843,639"
"Strawberries, import value and volume history by market year (Frozen)",2000,Jan,"4,068","1,839,305",0.45,"4,068","1,839,305"
"Strawberries, import value and volume history by market year (Frozen)",2000,Feb,"12,555","4,969,374",0.40,"16,624","6,808,679"
"Strawberries, import value and volume history by market year (Frozen)",2000,Mar,"16,994","6,620,255",0.39,"33,617","13,428,934"
"Strawberries, import value and volume history by market year (Frozen)",2000,Apr,"12,399","4,658,843",0.38,"46,017","18,087,777"
"Strawberries, import value and volume history by market year (Frozen)",2000,May,"15,590","5,774,708",0.37,"61,607","23,862,485"
"Strawberries, import value and volume history by market year (Frozen)",2000,Jun,"7,370","2,814,838",0.38,"68,977","26,677,323"
"Strawberries, import value and volume history by market year (Frozen)",2000,Jul,"2,660","1,092,489",0.41,"71,637","27,769,812"
"Strawberries, import value and volume history by market year (Frozen)",2000,Aug,"1,380","615,273",0.45,"73,017","28,385,085"
"Strawberries, import value and volume history by market year (Frozen)",2000,Sep,804,"353,207",0.44,"73,822","28,738,292"
"Strawberries, import value and volume history by market year (Frozen)",2000,Oct,"1,088","455,808",0.42,"74,909","29,194,100"
"Strawberries, import value and volume history by market year (Frozen)",2000,Nov,"1,415","567,588",0.40,"76,325","29,761,688"
"Strawberries, import value and volume history by market year (Frozen)",2000,Dec,"1,663","681,318",0.41,"77,988","30,443,006"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2022,Jan,"7,302","8,694,071",1.19,"7,302","8,694,071"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2022,Feb,"6,679","7,998,268",1.20,"13,981","16,692,339"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2022,Mar,"1,535","818,736",0.53,"13,981","16,692,339"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2022,Apr,"1,882","1,001,688",0.53,"13,981","16,692,339"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2022,May,"2,272","1,080,285",0.48,"13,981","16,692,339"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2022,Jun,"1,770","882,781",0.50,"13,981","16,692,339"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2022,Jul,"1,890","989,425",0.52,"13,981","16,692,339"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2022,Aug,"1,809","1,016,337",0.56,"13,981","16,692,339"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2022,Sep,"1,145","681,727",0.60,"13,981","16,692,339"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2022,Oct,"1,367","827,202",0.61,"13,981","16,692,339"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2022,Nov,"1,279","846,131",0.66,"13,981","16,692,339"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2022,Dec,"1,715","849,391",0.50,"13,981","16,692,339"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2021,Jan,"5,298","6,746,279",1.27,"5,298","6,746,279"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2021,Feb,"5,098","6,012,374",1.18,"10,397","12,758,653"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2021,Mar,"4,899","6,092,551",1.24,"15,296","18,851,204"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2021,Apr,"4,980","5,709,563",1.15,"20,276","24,560,767"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2021,May,"5,997","7,128,430",1.19,"26,273","31,689,197"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2021,Jun,"6,505","7,678,058",1.18,"32,778","39,367,255"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2021,Jul,"11,606","10,597,504",0.91,"44,385","49,964,759"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2021,Aug,"6,612","6,860,638",1.04,"50,996","56,825,397"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2021,Sep,"5,072","6,096,965",1.20,"56,069","62,922,362"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2021,Oct,"8,207","9,491,698",1.16,"64,275","72,414,060"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2021,Nov,"5,327","7,128,577",1.34,"69,602","79,542,637"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2021,Dec,"5,679","7,138,235",1.26,"75,281","86,680,872"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2020,Jan,"2,845","3,701,524",1.30,"2,845","3,701,524"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2020,Feb,"3,157","4,067,166",1.29,"6,002","7,768,690"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2020,Mar,"5,733","6,948,227",1.21,"11,735","14,716,917"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2020,Apr,"4,629","6,185,667",1.34,"16,364","20,902,584"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2020,May,"5,793","7,453,332",1.29,"22,157","28,355,916"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2020,Jun,"4,893","6,525,388",1.33,"27,051","34,881,304"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2020,Jul,"4,036","5,208,372",1.29,"31,087","40,089,676"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2020,Aug,"4,692","6,568,454",1.40,"35,779","46,658,130"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2020,Sep,"4,717","5,801,576",1.23,"40,496","52,459,706"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2020,Oct,"4,964","6,306,996",1.27,"45,460","58,766,702"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2020,Nov,"3,861","4,862,502",1.26,"49,321","63,629,204"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2020,Dec,"4,507","5,277,069",1.17,"53,828","68,906,273"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2019,Jan,"3,634","4,781,383",1.32,"3,634","4,781,383"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2019,Feb,"3,126","4,206,432",1.35,"6,760","8,987,815"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2019,Mar,"3,586","4,902,341",1.37,"10,346","13,890,156"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2019,Apr,"4,237","5,509,851",1.30,"14,583","19,400,007"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2019,May,"3,928","5,358,610",1.36,"18,511","24,758,617"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2019,Jun,"3,532","4,855,665",1.37,"22,043","29,614,282"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2019,Jul,"3,357","4,546,750",1.35,"25,400","34,161,032"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2019,Aug,"3,703","4,770,019",1.29,"29,104","38,931,051"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2019,Sep,"3,244","4,389,659",1.35,"32,348","43,320,710"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2019,Oct,"3,816","5,660,688",1.48,"36,164","48,981,398"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2019,Nov,"3,048","4,506,782",1.48,"39,212","53,488,180"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2019,Dec,"2,182","3,444,004",1.58,"41,394","56,932,184"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2018,Jan,"2,918","3,599,708",1.23,"2,918","3,599,708"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2018,Feb,"3,036","3,692,497",1.22,"5,954","7,292,205"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2018,Mar,"3,651","4,351,805",1.19,"9,605","11,644,010"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2018,Apr,"4,182","5,107,802",1.22,"13,786","16,751,812"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2018,May,"3,891","5,093,996",1.31,"17,677","21,845,808"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2018,Jun,"3,284","4,375,301",1.33,"20,961","26,221,109"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2018,Jul,"3,719","5,500,567",1.48,"24,680","31,721,676"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2018,Aug,"4,226","5,911,324",1.40,"28,906","37,633,000"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2018,Sep,"4,056","5,531,416",1.36,"32,962","43,164,416"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2018,Oct,"3,057","4,323,732",1.41,"36,019","47,488,148"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2018,Nov,"2,792","3,872,610",1.39,"38,811","51,360,758"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2018,Dec,"2,186","3,306,603",1.51,"40,997","54,667,361"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2017,Jan,"2,203","3,065,078",1.39,"2,203","3,065,078"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2017,Feb,"1,806","2,568,841",1.42,"4,009","5,633,919"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2017,Mar,"3,063","3,847,196",1.26,"7,072","9,481,115"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2017,Apr,"3,486","4,048,141",1.16,"10,558","13,529,256"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2017,May,"3,444","4,056,001",1.18,"14,002","17,585,257"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2017,Jun,"4,054","4,206,760",1.04,"18,056","21,792,017"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2017,Jul,"4,147","5,357,897",1.29,"22,203","27,149,914"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2017,Aug,"3,338","4,568,929",1.37,"25,541","31,718,843"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2017,Sep,"3,112","4,010,521",1.29,"28,653","35,729,364"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2017,Oct,"3,807","4,689,400",1.23,"32,460","40,418,764"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2017,Nov,"2,211","3,145,018",1.42,"34,671","43,563,782"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2017,Dec,"2,371","3,118,647",1.32,"37,042","46,682,429"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2016,Jan,"2,240","2,838,765",1.27,"2,240","2,838,765"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2016,Feb,"2,356","3,077,668",1.31,"4,596","5,916,433"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2016,Mar,"2,510","3,139,716",1.25,"7,106","9,056,149"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2016,Apr,"3,730","3,765,445",1.01,"10,836","12,821,594"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2016,May,"3,696","4,050,765",1.10,"14,532","16,872,359"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2016,Jun,"4,425","4,479,261",1.01,"18,957","21,351,620"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2016,Jul,"4,323","5,347,458",1.24,"23,279","26,699,078"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2016,Aug,"3,721","4,540,645",1.22,"27,001","31,239,723"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2016,Sep,"2,741","3,465,746",1.26,"29,742","34,705,469"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2016,Oct,"3,107","3,657,701",1.18,"32,849","38,363,170"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2016,Nov,"2,734","3,066,359",1.12,"35,583","41,429,529"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2016,Dec,"2,059","2,589,639",1.26,"37,643","44,019,168"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2015,Jan,"2,202","2,629,985",1.19,"2,202","2,629,985"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2015,Feb,"2,832","2,915,456",1.03,"5,033","5,545,441"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2015,Mar,"2,822","3,414,824",1.21,"7,856","8,960,265"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2015,Apr,"3,128","3,521,715",1.13,"10,983","12,481,980"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2015,May,"3,249","3,603,291",1.11,"14,233","16,085,271"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2015,Jun,"3,787","4,239,020",1.12,"18,020","20,324,291"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2015,Jul,"2,989","3,156,928",1.06,"21,009","23,481,219"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2015,Aug,"2,659","3,000,552",1.13,"23,668","26,481,771"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2015,Sep,"2,425","2,891,334",1.19,"26,093","29,373,105"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2015,Oct,"2,865","3,084,574",1.08,"28,958","32,457,679"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2015,Nov,"2,280","2,871,681",1.26,"31,238","35,329,360"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2015,Dec,"1,891","2,371,684",1.25,"33,128","37,701,044"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2014,Jan,"2,091","2,656,101",1.27,"2,091","2,656,101"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2014,Feb,"1,521","2,137,268",1.40,"3,612","4,793,369"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2014,Mar,"2,425","3,063,286",1.26,"6,037","7,856,655"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2014,Apr,"2,425","3,165,736",1.31,"8,462","11,022,391"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2014,May,"2,645","3,426,543",1.30,"11,107","14,448,934"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2014,Jun,"2,781","2,999,819",1.08,"13,887","17,448,753"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2014,Jul,"2,472","3,263,291",1.32,"16,359","20,712,044"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2014,Aug,"2,218","3,296,724",1.49,"18,577","24,008,768"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2014,Sep,"2,196","2,921,401",1.33,"20,773","26,930,169"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2014,Oct,"2,543","3,462,031",1.36,"23,316","30,392,200"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2014,Nov,"2,283","2,690,532",1.18,"25,599","33,082,732"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2014,Dec,"2,042","2,819,868",1.38,"27,641","35,902,600"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2013,Jan,"2,041","2,776,498",1.36,"2,041","2,776,498"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2013,Feb,"2,072","2,442,423",1.18,"4,113","5,218,921"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2013,Mar,"2,086","2,453,761",1.18,"6,199","7,672,682"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2013,Apr,"2,873","3,333,132",1.16,"9,071","11,005,814"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2013,May,"2,623","3,085,817",1.18,"11,695","14,091,631"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2013,Jun,"2,105","2,933,813",1.39,"13,800","17,025,444"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2013,Jul,"2,791","3,456,030",1.24,"16,591","20,481,474"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2013,Aug,"2,717","3,356,125",1.24,"19,308","23,837,599"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2013,Sep,"1,605","2,400,477",1.50,"20,913","26,238,076"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2013,Oct,"2,118","2,655,864",1.25,"23,032","28,893,940"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2013,Nov,"2,204","2,686,388",1.22,"25,236","31,580,328"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2013,Dec,"1,820","2,602,114",1.43,"27,056","34,182,442"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2012,Jan,"1,468","1,789,964",1.22,"1,468","1,789,964"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2012,Feb,"1,592","2,626,722",1.65,"3,060","4,416,686"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2012,Mar,"1,456","2,028,736",1.39,"4,516","6,445,422"
"Strawberries, import value and volume history by market year (Prepared or preserved )",2012,Apr,"2,329","2,770,400",1.19,"6,845","9,215,822"
